Warenausgang,account,bt_mac,rssi,uuid,beacon_type,proximity,beacon_gateway_IPEI,beacon_gateway_name,time_stamp,server_time_stamp,timeout
1,catalina.oancea.9121,000413B40034,-65,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF8000,a,2,0328D3C8FC,0328D3C8FC,2020-12-14 17:45:00.179472,2020-12-14 16:44:59,1
1,catalina.oancea.9121,000413B40034,-63,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF8000,a,2,0328D3C8FC,0328D3C8FC,2020-12-14 17:45:02.182029,2020-12-14 16:45:00,2
1,catalina.oancea.9121,000413B40034,-56,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF8000,a,2,0328D3C8FC,0328D3C8FC,2020-12-14 17:45:04.188292,2020-12-14 16:45:03,1
1,catalina.oancea.9121,000413B40034,-55,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF8000,a,2,0328D3C8FC,0328D3C8FC,2020-12-14 17:45:06.194543,2020-12-14 16:45:05,1
1,catalina.oancea.9121,000413B40034,-49,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF8000,a,2,0328D3C8FC,0328D3C8FC,2020-12-14 17:45:08.200136,2020-12-14 16:45:07,1
