"Heizung Lüftung Klima","0/-/-","","","","","Auto"
"KG Kellertreppe RM WERT","1/0/5","","","","DPST-5-1","Auto"
"--- KG Diele ---","1/0/10","","","","","Auto"
"KG Diele An/Aus","1/0/11","","","","DPT-1","Auto"
"KG Diele DIM","1/0/12","","","","DPST-3-7","Auto"
"KG Diele WERT","1/0/13","","","","DPST-5-1","Auto"
"KG Diele RM","1/0/14","","","","DPST-1-1","Auto"
"KG Diele RM WERT","1/0/15","","","","DPST-5-1","Auto"
"--- KG Bad ---","1/0/20","","","","","Auto"
"KG Bad An/Aus","1/0/21","","","","DPST-1-1","Auto"
"KG Bad DIM","1/0/22","","","","DPST-3-7","Auto"
"KG Bad WERT","1/0/23","","","","DPST-5-1","Auto"
"KG Bad RM","1/0/24","","","","DPST-1-1","Auto"
"KG Bad RM WERT","1/0/25","","","","DPST-5-1","Auto"
"KG Bad Spiegel An/Aus","1/0/26","","","","DPT-1","Auto"
"KG Bad Spiegel DIM","1/0/27","","","","DPST-3-7","Auto"
"KG Bad Spiegel WERT","1/0/28","","","","DPST-5-1","Auto"
"KG Bad Spiegel RM","1/0/29","","","","DPST-1-1","Auto"
"--- KG SPA ---","1/0/30","","","","","Auto"
"KG SPA An/Aus","1/0/31","","","","DPT-1","Auto"
"KG SPA DIM","1/0/32","","","","DPST-3-7","Auto"
"KG SPA WERT","1/0/33","","","","DPST-5-1","Auto"
"KG SPA RM","1/0/34","","","","DPST-1-1","Auto"
"KG SPA RM WERT","1/0/35","","","","DPST-5-1","Auto"
"KG Bad RM WERT","1/0/36","","","","DPST-5-1","Auto"
"--- KG Fitness ---","1/0/40","","","","","Auto"
"KG Fitness An/Aus","1/0/41","","","","DPT-1","Auto"
"KG Fitness DIM","1/0/42","","","","DPST-3-7","Auto"
"KG Fitness WERT","1/0/43","","","","DPST-5-1","Auto"
"KG Fitness RM","1/0/44","","","","DPST-1-1","Auto"
"KG Fitness RM WERT","1/0/45","","","","DPST-5-1","Auto"
"--- KG HWR ---","1/0/50","","","","","Auto"
"KG HWR An/Aus","1/0/51","","","","DPST-1-1","Auto"
"KG HWR DIM","1/0/52","","","","DPST-3-7","Auto"
"KG HWR WERT","1/0/53","","","","DPST-5-1","Auto"
"KG HWR RM","1/0/54","","","","DPST-1-1","Auto"
"KG HWR RM WERT","1/0/55","","","","DPST-5-1","Auto"
"--- KG Billiard ---","1/0/60","","","","","Auto"
"KG Billiard An/Aus","1/0/61","","","","DPT-1","Auto"
"KG Billiard DIM","1/0/62","","","","DPST-3-7","Auto"
"KG Billiard WERT","1/0/63","","","","DPST-5-1","Auto"
"KG Billiard RM","1/0/64","","","","DPST-1-1","Auto"
"KG Billiard RM WERT","1/0/65","","","","DPST-5-1","Auto"
"--- KG Gäste ---","1/0/70","","","","","Auto"
"KG Gäste An/Aus","1/0/71","","","","DPST-1-1","Auto"
"KG Gäste DIM","1/0/72","","","","DPST-3-7","Auto"
"KG Gäste WERT","1/0/73","","","","DPST-5-1","Auto"
"KG Gäste RM","1/0/74","","","","DPST-1-1","Auto"
"KG Gäste RM WERT","1/0/75","","","","DPST-5-1","Auto"
"--- KG Gäste Billiard---","1/0/80","","","","","Auto"
"KG Gäste Billiard An/Aus","1/0/81","","","","DPST-1-1","Auto"
"KG Gäste Billiard DIM","1/0/82","","","","DPST-3-7","Auto"
"KG Gäste Billiard WERT","1/0/83","","","","DPST-5-1","Auto"
"KG Gäste Billiard RM","1/0/84","","","","DPST-1-1","Auto"
"KG Gäste Billiard RM WERT","1/0/85","","","","DPST-5-1","Auto"
"Erdgeschoß","1/1/-","","","","","Auto"
"--- EG Salon ---","1/1/0","","","","","Auto"
"EG Salon An/Aus","1/1/1","","","","DPST-1-1","Auto"
"EG Salon DIM","1/1/2","","","","DPST-3-7","Auto"
"EG Salon WERT","1/1/3","","","","DPST-5-1","Auto"
"EG Salon RM Wert","1/1/4","","","","DPST-5-1","Auto"
"EG Salon RM","1/1/5","","","","DPST-1-1","Auto"
"--- EG Küche Sospeso unten ---","1/1/6","","","","","Auto"
"EG Küche Sospeso unten An/Aus","1/1/7","","","","DPST-1-1","Auto"
"EG Küche Sospeso unten DIM","1/1/8","","","","DPST-3-7","Auto"
"EG Küche Sospeso unten WERT","1/1/9","","","","DPST-5-1","Auto"
"--- EG Bad ---","1/1/10","","","","","Auto"
"EG Bad An/Aus","1/1/11","","","","DPST-1-1","Auto"
"EG Bad DIM","1/1/12","","","","DPST-3-7","Auto"
"EG Bad WERT","1/1/13","","","","DPST-5-1","Auto"
"EG Bad RM Wert","1/1/14","","","","DPST-5-1","Auto"
"EG Bad RM","1/1/15","","","","DPST-1-1","Auto"
"EG Küche Sospeso unten RM","1/1/16","","","","DPST-1-1","Auto"
"EG Küche Sospeso unten RM WERT","1/1/17","","","","DPST-5-1","Auto"
"--- EG Office ---","1/1/20","","","","","Auto"
"EG Office An/Aus","1/1/21","","","","DPST-1-1","Auto"
"EG Office DIM","1/1/22","","","","DPST-3-7","Auto"
"EG Office WERT","1/1/23","","","","DPST-5-1","Auto"
"EG Office RM","1/1/24","","","","DPST-1-1","Auto"
"EG Office RM WERT","1/1/25","","","","DPST-5-1","Auto"
"--- EG Küche---","1/1/30","","","","DPST-1-1","Auto"
"EG Küche An/Aus","1/1/31","","","","DPST-1-1","Auto"
"EG Küche DIM","1/1/32","","","","DPST-3-7","Auto"
"EG Küche WERT","1/1/33","","","","DPST-5-1","Auto"
"EG Küche RM Wert","1/1/34","","","","DPST-5-1","Auto"
"EG Küche RM","1/1/35","","","","DPST-1-1","Auto"
"--- EG Eingang---","1/1/40","","","","","Auto"
"EG Eingang An/Aus","1/1/41","","","","DPST-1-1","Auto"
"EG Eingang DIM","1/1/42","","","","DPST-3-7","Auto"
"EG Eingang WERT","1/1/43","","","","DPST-5-1","Auto"
"EG Eingang RM WERT","1/1/44","","","","DPST-5-1","Auto"
"EG Eingang RM","1/1/45","","","","DPST-1-1","Auto"
"--- EG Treppe EG - KG ---","1/1/50","","","","","Auto"
"EG Treppe EG - KG An/Aus","1/1/51","","","","DPST-1-1","Auto"
"EG Treppe EG - KG DIM","1/1/52","","","","DPST-3-7","Auto"
"EG Treppe EG - KG WERT","1/1/53","","","","DPST-5-1","Auto"
"EG Treppe EG - KG RM","1/1/54","","","","DPST-1-1","Auto"
"EG Treppe EG - KG RM WERT","1/1/55","","","","","Auto"
"--- EG Treppe EG - OG---","1/1/60","","","","","Auto"
"EG Treppe EG - OG An/Aus","1/1/61","","","","DPST-1-1","Auto"
"EG Treppe EG - OG DIM","1/1/62","","","","DPST-3-7","Auto"
"EG Treppe EG - OG WERT","1/1/63","","","","DPST-5-1","Auto"
"EG Treppe EG - OG RM","1/1/64","","","","DPST-1-1","Auto"
"EG Treppe EG - KG RM WERT","1/1/65","","","","","Auto"
"--- EG Bad Spiegelschrank ---","1/1/70","","","","","Auto"
"EG Bad Spiegelschrank An/Aus","1/1/71","","","","DPST-1-1","Auto"
"EG Bad Spiegelschrank DIM","1/1/72","","","","DPST-3-7","Auto"
"EG Bad Spiegelschrank WERT","1/1/73","","","","DPST-5-1","Auto"
"EG Bad Spiegelschrank RM","1/1/74","","","","DPST-1-1","Auto"
"EG Bad Spiegelschrank RM WERT","1/1/75","","","","","Auto"
"--- EG Küche Essplatz---","1/1/80","","","","","Auto"
"EG Küche Essplatz An/Aus","1/1/81","","","","DPST-1-1","Auto"
"EG Küche Essplatz DIM","1/1/82","","","","DPST-3-7","Auto"
"EG Küche Essplatz WERT","1/1/83","","","","DPST-5-1","Auto"
"EG Küche Essplatz RM","1/1/84","","","","DPST-1-1","Auto"
"EG Küche Essplatz RM WERT","1/1/85","","","","DPST-5-1","Auto"
"--- EG Kreis ROT---","1/1/90","","","","","Auto"
"EG Kreis ROT An/Aus","1/1/91","","","","DPST-1-1","Auto"
"EG Kreis ROT DIM","1/1/92","","","","DPST-3-7","Auto"
"EG Kreis ROT WERT","1/1/93","","","","DPST-5-1","Auto"
"EG Kreis ROT RM","1/1/94","","","","DPST-1-1","Auto"
"EG Kreis ROT RM WERT","1/1/95","","","","DPST-5-1","Auto"
"--- EG Kreis GRÜN ---","1/1/100","","","","","Auto"
"EG Kreis GRÜN An/Aus","1/1/101","","","","DPST-1-1","Auto"
"EG Kreis GRÜN DIM","1/1/102","","","","DPST-3-7","Auto"
"EG Kreis GRÜN WERT","1/1/103","","","","DPST-5-1","Auto"
"EG Kreis GRÜN RM","1/1/104","","","","DPST-1-1","Auto"
"EG Kreis GRÜN RM WERT","1/1/105","","","","DPST-5-1","Auto"
"--- EG Kreis BLAU ---","1/1/110","","","","","Auto"
"EG Kreis BLAU An/Aus","1/1/111","","","","DPST-1-1","Auto"
"EG Kreis BLAU DIM","1/1/112","","","","DPST-3-7","Auto"
"EG Kreis BLAU WERT","1/1/113","","","","DPST-5-1","Auto"
"EG Kreis BLAU RM","1/1/114","","","","DPST-1-1","Auto"
"EG Kreis BLAU RM WERT","1/1/115","","","","DPST-5-1","Auto"
"--- EG Kreis WEISS ---","1/1/120","","","","","Auto"
"EG Kreis WEISS An/Aus","1/1/121","","","","DPST-1-1","Auto"
"EG Kreis WEISS DIM","1/1/122","","","","DPST-3-7","Auto"
"EG Kreis WEISS WERT","1/1/123","","","","DPST-5-1","Auto"
"EG Kreis WEISS RM","1/1/124","","","","DPST-1-1","Auto"
"EG Kreis WEISS RM WERT","1/1/125","","","","DPST-5-1","Auto"
"--- EG Eingang Wandlampe unten ---","1/1/130","","","","","Auto"
"EG Eingang Wandlampe unten An/Aus","1/1/131","","","","DPST-1-1","Auto"
"EG Eingang Wandlampe unten DIM","1/1/132","","","","DPST-3-7","Auto"
"EG Eingang Wandlampe unten WERT","1/1/133","","","","DPST-5-1","Auto"
"EG Eingang Wandlampe unten RM","1/1/134","","","","DPST-1-1","Auto"
"EG Eingang Wandlampe unten RM WERT","1/1/135","","","","DPST-5-1","Auto"
"--- EG Eingang Wandlampe oben ---","1/1/140","","","","","Auto"
"EG Eingang Wandlampe oben An/Aus","1/1/141","","","","DPST-1-1","Auto"
"EG Eingang Wandlampe oben DIM","1/1/142","","","","DPST-3-7","Auto"
"EG Eingang Wandlampe oben WERT","1/1/143","","","","DPST-5-1","Auto"
"EG Eingang Wandlampe oben RM","1/1/144","","","","DPST-1-1","Auto"
"EG Eingang Wandlampe oben RM WERT","1/1/145","","","","DPST-5-1","Auto"
"--- EG Salon Wandlampe rechts unten ---","1/1/150","","","","","Auto"
"EG Salon Wandlampe rechts unten An/Aus","1/1/151","","","","DPST-1-1","Auto"
"EG Salon Wandlampe rechts unten DIM","1/1/152","","","","DPST-3-7","Auto"
"EG Salon Wandlampe rechts unten WERT","1/1/153","","","","DPST-5-1","Auto"
"EG Salon Wandlampe rechts unten RM","1/1/154","","","","DPST-1-1","Auto"
"EG Salon Wandlampe rechts unten RM WERT","1/1/155","","","","DPST-5-1","Auto"
"--- EG Salon Wandlampe rechts oben ---","1/1/160","","","","","Auto"
"EG Salon Wandlampe rechts oben An/Aus","1/1/161","","","","DPST-1-1","Auto"
"EG Salon Wandlampe rechts oben DIM","1/1/162","","","","DPST-3-7","Auto"
"EG Salon Wandlampe rechts  oben WERT","1/1/163","","","","DPST-5-1","Auto"
"EG Salon Wandlampe rechts oben RM","1/1/164","","","","DPST-1-1","Auto"
"EG Salon Wandlampe rechts oben RM WERT","1/1/165","","","","DPST-5-1","Auto"
"--- EG Salon Wandlampe links unten ---","1/1/170","","","","","Auto"
"EG Salon Wandlampe links unten An/Aus","1/1/171","","","","DPST-1-1","Auto"
"EG Salon Wandlampe links unten DIM","1/1/172","","","","DPST-3-7","Auto"
"EG Salon Wandlampe links unten WERT","1/1/173","","","","DPST-5-1","Auto"
"EG Salon Wandlampe links unten RM","1/1/174","","","","DPST-1-1","Auto"
"EG Salon Wandlampe links unten RM WERT","1/1/175","","","","DPST-5-1","Auto"
"--- EG Küche Sospeso oben ---","1/1/180","","","","","Auto"
"EG Küche Sospeso oben An/Aus","1/1/181","","","","DPST-1-1","Auto"
"EG Küche Sospeso oben DIM","1/1/182","","","","DPST-3-7","Auto"
"EG Küche Sospeso oben WERT","1/1/183","","","","DPST-5-1","Auto"
"EG Küche Sospeso oben RM","1/1/184","","","","DPST-1-1","Auto"
"EG Küche Sospeso oben RM WERT","1/1/185","","","","DPST-5-1","Auto"
"--- EG Küche Sospeso unten ---","1/1/190","","","","","Auto"
"EG Küche Sospeso unten An/Aus","1/1/191","","","","DPST-1-1","Auto"
"EG Küche Sospeso unten DIM","1/1/192","","","","DPST-3-7","Auto"
"EG Küche Sospeso unten WERT","1/1/193","","","","DPST-5-1","Auto"
"EG Küche Sospeso unten RM","1/1/194","","","","DPST-1-1","Auto"
"EG Küche Sospeso unten RM WERT","1/1/195","","","","DPST-5-1","Auto"
"--- EG Salon Wandlampe links oben ---","1/1/200","","","","","Auto"
"EG Salon Wandlampe links oben An/Aus","1/1/201","","","","DPST-1-1","Auto"
"EG Salon Wandlampe links oben DIM","1/1/202","","","","DPST-3-7","Auto"
"EG Salon Wandlampe links oben WERT","1/1/203","","","","DPST-5-1","Auto"
"EG Salon Wandlampe links oben RM","1/1/204","","","","DPST-1-1","Auto"
"EG Salon Wandlampe links oben RM WERT","1/1/205","","","","DPST-5-1","Auto"
"--- EG Küche Voute ---","1/1/210","","","","","Auto"
"EG Küche Voute An/Aus","1/1/211","","","","DPST-1-1","Auto"
"EG Küche Voute DIM","1/1/212","","","","DPST-3-7","Auto"
"EG Küche Voute WERT","1/1/213","","","","DPST-5-1","Auto"
"EG Küche Voute RM","1/1/214","","","","DPST-1-1","Auto"
"EG Küche Voute RM WERT","1/1/215","","","","DPST-5-1","Auto"
"--- EG Salon Voute ---","1/1/220","","","","","Auto"
"EG Salon Voute An/Aus","1/1/221","","","","DPST-1-1","Auto"
"EG Salon Voute DIM","1/1/222","","","","DPST-3-7","Auto"
"EG Salon Voute WERT","1/1/223","","","","DPST-5-1","Auto"
"EG Salon Voute RM","1/1/224","","","","DPST-1-1","Auto"
"EG Salon Voute RM WERT","1/1/225","","","","DPST-5-1","Auto"
"--- EG Office Voute ---","1/1/230","","","","","Auto"
"EG Office Voute An/Aus","1/1/231","","","","DPST-1-1","Auto"
"EG Office Voute DIM","1/1/232","","","","DPST-3-7","Auto"
"EG Office Voute WERT","1/1/233","","","","DPST-5-1","Auto"
"EG Office Voute RM","1/1/234","","","","DPST-1-1","Auto"
"EG Office Voute RM WERT","1/1/235","","","","DPST-5-1","Auto"
"--- EG Pratic LED ---","1/1/240","","","","","Auto"
"EG Pratic LED An/Aus","1/1/241","","","","DPST-1-1","Auto"
"EG Pratic LED DIM","1/1/242","","","","DPST-3-7","Auto"
"EG Pratic LED WERT","1/1/243","","","","DPST-5-1","Auto"
"EG Pratic LED RM","1/1/244","","","","DPST-1-1","Auto"
"EG Pratic LED RM WERT","1/1/245","","","","DPST-5-1","Auto"
"Obergeschoß","1/2/-","","","","","Auto"
"--- OG Diele Treppe ---","1/2/0","","","","DPST-1-1","Auto"
"OG Diele Spot An/Aus","1/2/1","","","","DPST-1-1","Auto"
"OG Diele Spot DIM","1/2/2","","","","DPST-3-7","Auto"
"OG Diele Spot WERT","1/2/3","","","","DPST-5-1","Auto"
"OG Diele Spot RM","1/2/4","","","","DPST-1-1","Auto"
"OG Diele Spot RM WERT","1/2/5","","","","DPST-5-1","Auto"
"--- OG Diele Wand oben ---","1/2/10","","","","","Auto"
"OG Diele Wand oben An/Aus","1/2/11","","","","DPST-1-1","Auto"
"OG Diele Wand oben DIM","1/2/12","","","","DPST-3-7","Auto"
"OG Diele Wand oben WERT","1/2/13","","","","DPST-5-1","Auto"
"OG Diele Wand oben RM","1/2/14","","","","DPST-1-1","Auto"
"OG Diele Wand oben RM WERT","1/2/15","","","","DPST-5-1","Auto"
"--- OG Diele Wand unten ---","1/2/20","","","","","Auto"
"OG Diele Wand unten An/Aus","1/2/21","","","","DPST-1-1","Auto"
"OG Diele Wand unten DIM","1/2/22","","","","DPST-3-7","Auto"
"OG Diele Wand unten WERT","1/2/23","","","","DPST-5-1","Auto"
"OG Diele Wand unten RM","1/2/24","","","","DPST-1-1","Auto"
"OG Diele Wand unten RM WERT","1/2/25","","","","DPST-5-1","Auto"
"--- OG Kind ---","1/2/30","","","","","Auto"
"OG Kind An/Aus","1/2/31","","","","DPST-1-1","Auto"
"OG Kind DIM","1/2/32","","","","DPST-3-7","Auto"
"OG Kind WERT","1/2/33","","","","DPST-5-1","Auto"
"OG Kind RM Wert","1/2/34","","","","DPST-5-1","Auto"
"OG Kind RM","1/2/35","","","","DPST-1-1","Auto"
"--- OG Gäste ---","1/2/40","","","","","Auto"
"OG Gäste An/Aus","1/2/41","","","","DPST-1-1","Auto"
"OG Gäste DIM","1/2/42","","","","DPST-3-7","Auto"
"OG Gäste WERT","1/2/43","","","","DPST-5-1","Auto"
"OG Gäste RM Wert","1/2/44","","","","DPST-5-1","Auto"
"OG Gäste RM","1/2/45","","","","DPST-1-1","Auto"
"--- OG Bad ---","1/2/50","","","","","Auto"
"OG Bad An/Aus","1/2/51","","","","DPST-1-1","Auto"
"OG Bad DIM","1/2/52","","","","DPST-3-7","Auto"
"OG Bad WERT","1/2/53","","","","DPST-5-1","Auto"
"OG Bad RM","1/2/54","","","","DPST-1-1","Auto"
"OG Bad RM WERT","1/2/55","","","","DPST-5-1","Auto"
"--- OG Masterbad ---","1/2/60","","","","","Auto"
"OG Masterbad An/Aus","1/2/61","","","","DPST-1-1","Auto"
"OG Masterbad DIM","1/2/62","","","","DPST-3-7","Auto"
"OG Masterbad WERT","1/2/63","","","","DPST-5-1","Auto"
"OG Masterbad RM","1/2/64","","","","DPST-1-1","Auto"
"OG Masterbad RM WERT","1/2/65","","","","DPST-5-1","Auto"
"--- OG Schlafen Deckenspot ---","1/2/70","","","","","Auto"
"OG Schlafen Deckenspot An/Aus","1/2/71","","","","DPST-1-1","Auto"
"OG Schlafen Deckenspot DIM","1/2/72","","","","DPST-3-7","Auto"
"OG Schlafen Deckenspot WERT","1/2/73","","","","DPST-5-1","Auto"
"OG Schlafen Deckenspot RM","1/2/74","","","","DPST-1-1","Auto"
"OG Schlafen Deckenspot RM WERT","1/2/75","","","","DPST-5-1","Auto"
"--- OG Schlafen links---","1/2/80","","","","","Auto"
"OG Schlafen links An/Aus","1/2/81","","","","DPST-1-1","Auto"
"OG Schlafen links DIM","1/2/82","","","","DPST-3-7","Auto"
"OG Schlafen links WERT","1/2/83","","","","","Auto"
"OG Schlafen links RM","1/2/84","","","","","Auto"
"OG Schlafen links RM WERT","1/2/85","","","","","Auto"
"--- OG Ankleide ---","1/2/90","","","","","Auto"
"OG Ankleide  An/Aus","1/2/91","","","","DPST-1-1","Auto"
"OG Ankleide  DIM","1/2/92","","","","DPST-3-7","Auto"
"OG Ankleide  WERT","1/2/93","","","","DPST-5-1","Auto"
"OG Ankleide  RM","1/2/94","","","","DPST-1-1","Auto"
"OG Ankleide RM WERT","1/2/95","","","","DPST-5-1","Auto"
"--- OG Gästebad Spiegelschrank ---","1/2/100","","","","","Auto"
"OG Gästebad Spiegelschrank An/Aus","1/2/101","","","","DPST-1-1","Auto"
"OG Gästebad Spiegelschrank DIM","1/2/102","","","","DPST-3-7","Auto"
"OG Gästebad Spiegelschrank WERT","1/2/103","","","","DPST-5-1","Auto"
"OG Gästebad Spiegelschrank RM","1/2/104","","","","DPST-1-1","Auto"
"OG Gästebad Spiegelschrank RM WERT","1/2/105","","","","","Auto"
"--- OG Kind Deckenleuchte ---","1/2/110","","","","","Auto"
"OG Kind Deckenleuchte An/Aus","1/2/111","","","","DPST-1-1","Auto"
"OG Kind Deckenleuchte DIM","1/2/112","","","","DPST-3-7","Auto"
"OG Kind Deckenleuchte WERT","1/2/113","","","","DPST-5-1","Auto"
"OG Kind Deckenleuchte RM Wert","1/2/114","","","","DPST-5-1","Auto"
"OG Kind Deckenleuchte RM","1/2/115","","","","DPST-1-1","Auto"
"--- OG Masterbad Spiegel---","1/2/120","","","","","Auto"
"OG Masterbad Spiegel An/Aus","1/2/121","","","","DPST-1-1","Auto"
"OG Masterbad Spiegel DIM","1/2/122","","","","DPST-3-7","Auto"
"OG Masterbad Spiegel WERT","1/2/123","","","","DPST-5-1","Auto"
"OG Masterbad Spiegel RM","1/2/124","","","","DPST-1-1","Auto"
"OG Masterbad Spiegel RM WERT","1/2/125","","","","DPST-5-1","Auto"
"--- OG Diele Voute---","1/2/130","","","","","Auto"
"OG Diele Voute An/Aus","1/2/131","","","","DPST-1-1","Auto"
"OG Diele Voute DIM","1/2/132","","","","DPST-3-7","Auto"
"OG Diele Voute WERT","1/2/133","","","","DPST-5-1","Auto"
"OG Diele Voute RM","1/2/134","","","","DPST-1-1","Auto"
"OG Diele Voute RM WERT","1/2/135","","","","DPST-5-1","Auto"
"Aussen","1/3/-","","","","","Auto"
"--- AU Zaun Pfeiler ---","1/3/0","","","","","Auto"
"AU Zaun Pfeiler An/Aus","1/3/1","","","","DPST-1-1","Auto"
"AU Zaun Pfeiler DIM","1/3/2","","","","DPST-3-7","Auto"
"AU Zaun Pfeiler WERT","1/3/3","","","","DPST-5-1","Auto"
"AU Zaun Pfeiler RM Wert","1/3/4","","","","DPST-5-1","Auto"
"AU Zaun Pfeiler RM","1/3/5","","","","DPST-1-1","Auto"
"--- AU Bälle ---","1/3/10","","","","","Auto"
"AU Bälle An/Aus","1/3/11","","","","DPST-1-1","Auto"
"AU Bälle DIM","1/3/12","","","","DPST-3-7","Auto"
"AU Bälle WERT","1/3/13","","","","DPST-5-1","Auto"
"AU Bälle RM Wert","1/3/14","","","","DPST-5-1","Auto"
"AU Bälle RM","1/3/15","","","","DPST-1-1","Auto"
"AU Licht Pool RM Wert","1/3/16","","","","DPST-5-1","Auto"
"--- AU Licht Garage ---","1/3/20","","","","","Auto"
"AU Licht Garage An/Aus","1/3/21","","","","DPST-1-1","Auto"
"AU Licht Garage DIM","1/3/22","","","","DPST-3-7","Auto"
"AU Licht Garage WERT","1/3/23","","","","DPST-5-1","Auto"
"AU Licht Garage RM Wert","1/3/24","","","","DPST-5-1","Auto"
"AU Licht Garage RM","1/3/25","","","","DPST-1-1","Auto"
"--- AU Licht Pool ---","1/3/30","","","","","Auto"
"AU Licht Pool An/Aus","1/3/31","","","","DPST-1-1","Auto"
"AU Licht Pool DIM","1/3/32","","","","DPST-3-7","Auto"
"AU Licht Pool WERT","1/3/33","","","","DPST-5-1","Auto"
"AU Licht Pool RM Wert","1/3/34","","","","DPST-5-1","Auto"
"AU Licht Pool RM","1/3/35","","","","DPST-1-1","Auto"
"--- AU Pumpe Pool ---","1/3/40","","","","","Auto"
"AU Pumpe Pool An/Aus","1/3/41","","","","DPST-1-1","Auto"
"AU Pumpe Pool RM","1/3/45","","","","DPST-1-1","Auto"
"AU Pumpe Pool RM Invert","1/3/46","","","","DPST-1-1","Auto"
"--- AU Fassade ROT ---","1/3/50","","","","","Auto"
"AU Fassade ROT An/Aus","1/3/51","","","","DPST-1-1","Auto"
"AU Fassade ROT DIM","1/3/52","","","","DPST-3-7","Auto"
"AU Fassade ROT WERT","1/3/53","","","","DPST-5-1","Auto"
"AU Fassade ROT RM Wert","1/3/54","","","","DPST-5-1","Auto"
"AU Fassade ROT RM","1/3/55","","","","DPST-1-1","Auto"
"--- AU Fassade GRÜN ---","1/3/60","","","","","Auto"
"AU Fassade GRÜN An/Aus","1/3/61","","","","DPST-1-1","Auto"
"AU Fassade GRÜN DIM","1/3/62","","","","DPST-3-7","Auto"
"AU Fassade GRÜN WERT","1/3/63","","","","DPST-5-1","Auto"
"AU Fassade GRÜN RM Wert","1/3/64","","","","DPST-5-1","Auto"
"AU Fassade GRÜN RM","1/3/65","","","","DPST-1-1","Auto"
"--- AU Fassade BLAU ---","1/3/70","","","","","Auto"
"AU Fassade BLAU An/Aus","1/3/71","","","","DPST-1-1","Auto"
"AU Fassade BLAU DIM","1/3/72","","","","DPST-3-7","Auto"
"AU Fassade BLAU WERT","1/3/73","","","","DPST-5-1","Auto"
"AU Fassade BLAU RM Wert","1/3/74","","","","DPST-5-1","Auto"
"AU Fassade BLAU RM","1/3/75","","","","DPST-1-1","Auto"
"--- AU Licht Eingang ---","1/3/80","","","","","Auto"
"AU Licht Eingang An/Aus","1/3/81","","","","DPST-1-1","Auto"
"AU Licht Eingang RM","1/3/85","","","","DPST-1-1","Auto"
"--- AU Licht Garagendecke ---","1/3/90","","","","","Auto"
"AU Licht Garagendecke An/Aus","1/3/91","","","","DPST-1-1","Auto"
"AU Licht Garagendecke RM","1/3/95","","","","DPST-1-11","Auto"
"Jalousien","2/-/-","","","","","Auto"
"Keller","2/0/-","","","","","Auto"
"--- KG Gästezimmer ---","2/0/0","","","","","Auto"
"Gästezimmer hoch/runter","2/0/1","","","","DPST-1-1","Auto"
"Gästezimmer Lamelle","2/0/2","","","","DPST-1-7","Auto"
"Gästezimmer Position","2/0/3","","","","DPST-5-1","Auto"
"Gästezimmer Position RW","2/0/4","","","","DPST-5-1","Auto"
"Erdgeschoß","2/1/-","","","","","Auto"
"--- Bad EG ---","2/1/0","","","","","Auto"
"Bad EG hoch/runter","2/1/1","","","","DPST-1-8","Auto"
"Bad EG STOP","2/1/2","","","","DPST-1-7","Auto"
"Bad EG Position Höhe","2/1/3","","","","DPST-5-1","Auto"
"Bad EG Position Lamellen","2/1/4","","","","","Auto"
"Bad EG Beschattung","2/1/5","","","","","Auto"
"Bad EG Sperren","2/1/6","","","","","Auto"
"Bad EG Status Position Höhe","2/1/7","","","","DPST-5-1","Auto"
"Bad EG Status Position Lamellen","2/1/8","","","","","Auto"
"--- Küche TV ---","2/1/10","","","","","Auto"
"Küche TV hoch/runter","2/1/11","","","","DPST-1-8","Auto"
"Küche TV STOP","2/1/12","","","","DPST-1-8","Auto"
"Küche TV Position Höhe","2/1/13","","","","DPST-5-1","Auto"
"Küche TV Position Lamellen","2/1/14","","","","DPST-5-1","Auto"
"Küche TV Beschattung","2/1/15","","","","DPST-5-1","Auto"
"Küche TV Sperren","2/1/16","","","","","Auto"
"Küche TV Status Position Höhe","2/1/17","","","","DPST-5-1","Auto"
"Küche TV Status Position Lamellen","2/1/18","","","","","Auto"
"--- Küche Fest links ---","2/1/20","","","","","Auto"
"Küche Fest links hoch/runter","2/1/21","","","","DPST-1-8","Auto"
"Küche Fest links STOP","2/1/22","","","","DPST-1-8","Auto"
"Küche Fest links Position Höhe","2/1/23","","","","DPST-5-1","Auto"
"Küche Fest links Position Lamellen","2/1/24","","","","DPST-5-1","Auto"
"Küche Fest links Beschattung","2/1/25","","","","DPST-5-1","Auto"
"Küche Fest links Sperren","2/1/26","","","","","Auto"
"Küche Fest links Status Position Höhe","2/1/27","","","","DPST-5-1","Auto"
"Küche Fest links Status Position Lamellen","2/1/28","","","","","Auto"
"--- Küche Fest mitte ---","2/1/30","","","","","Auto"
"Küche Fest mitte hoch/runter","2/1/31","","","","DPST-1-8","Auto"
"Küche Fest mitte STOP","2/1/32","","","","DPST-1-8","Auto"
"Küche Fest mitte Position Höhe","2/1/33","","","","DPST-5-1","Auto"
"Küche Fest mitte Position Lamellen","2/1/34","","","","DPST-5-1","Auto"
"Küche Fest mitte Beschattung","2/1/35","","","","DPST-5-1","Auto"
"Küche Fest mitte Sperren","2/1/36","","","","","Auto"
"Küche Fest mitte Status Position Höhe","2/1/37","","","","DPST-5-1","Auto"
"Küche Fest mitte Status Position Lamellen","2/1/38","","","","","Auto"
"--- Küche Fest rechts ---","2/1/40","","","","","Auto"
"Küche Fest rechts hoch/runter","2/1/41","","","","DPST-1-8","Auto"
"Küche Fest rechts STOP","2/1/42","","","","DPST-1-8","Auto"
